27/10/2015;13:27:05;0;91
27/10/2015;13:27:05;0;91
27/10/2015;13:27:05;0;
27/10/2015;13:27:05;2;
27/10/2015;13:27:05;2;
27/10/2015;13:27:05;3;
27/10/2015;13:27:05;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;3;
27/10/2015;13:27:06;16;
27/10/2015;13:27:06;36;
27/10/2015;13:27:06;63;
27/10/2015;13:27:07;96;
27/10/2015;13:27:07;131;
27/10/2015;13:27:07;163;
27/10/2015;13:27:07;197;
27/10/2015;13:27:07;240;
27/10/2015;13:27:07;282;
27/10/2015;13:27:07;325;
27/10/2015;13:27:07;373;
27/10/2015;13:27:07;418;
27/10/2015;13:27:07;464;
27/10/2015;13:27:08;509;
27/10/2015;13:27:08;562;
27/10/2015;13:27:08;609;
27/10/2015;13:27:08;662;
27/10/2015;13:27:08;720;
27/10/2015;13:27:08;777;
27/10/2015;13:27:08;822;
27/10/2015;13:27:08;862;
27/10/2015;13:27:08;910;
27/10/2015;13:27:08;952;
27/10/2015;13:27:09;998;
27/10/2015;13:27:09;1033;
27/10/2015;13:27:09;1061;
27/10/2015;13:27:09;1089;
27/10/2015;13:27:09;1109;
27/10/2015;13:27:09;1123;
27/10/2015;13:27:09;1132;
27/10/2015;13:27:09;1140;
27/10/2015;13:27:09;1147;
27/10/2015;13:27:09;1150;
27/10/2015;13:27:10;1151;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:10;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1152;
27/10/2015;13:27:11;1157;
27/10/2015;13:27:12;1172;
27/10/2015;13:27:12;1192;
27/10/2015;13:27:12;1216;
27/10/2015;13:27:12;1242;
27/10/2015;13:27:12;1273;
27/10/2015;13:27:12;1311;
27/10/2015;13:27:12;1354;
27/10/2015;13:27:12;1394;
27/10/2015;13:27:12;1433;
27/10/2015;13:27:12;1474;
27/10/2015;13:27:13;1523;
27/10/2015;13:27:13;1567;
27/10/2015;13:27:13;1617;
27/10/2015;13:27:13;1669;
27/10/2015;13:27:13;1721;
27/10/2015;13:27:13;1773;
27/10/2015;13:27:13;1824;
27/10/2015;13:27:13;1873;
27/10/2015;13:27:13;1917;
27/10/2015;13:27:13;1959;
27/10/2015;13:27:14;2003;
27/10/2015;13:27:14;2037;
27/10/2015;13:27:14;2070;
27/10/2015;13:27:14;2094;
27/10/2015;13:27:14;2114;
27/10/2015;13:27:14;2132;
27/10/2015;13:27:14;2142;
27/10/2015;13:27:14;2147;
27/10/2015;13:27:14;2151;
27/10/2015;13:27:14;2151;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:15;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2152;
27/10/2015;13:27:16;2156;
27/10/2015;13:27:17;2171;
27/10/2015;13:27:17;2186;
27/10/2015;13:27:17;2208;
27/10/2015;13:27:17;2233;
27/10/2015;13:27:17;2258;
27/10/2015;13:27:17;2293;
27/10/2015;13:27:17;2333;
27/10/2015;13:27:17;2373;
27/10/2015;13:27:17;2415;
27/10/2015;13:27:17;2459;
27/10/2015;13:27:18;2496;
27/10/2015;13:27:18;2550;
27/10/2015;13:27:18;2595;
27/10/2015;13:27:18;2649;
27/10/2015;13:27:18;2695;
27/10/2015;13:27:18;2744;
27/10/2015;13:27:18;2788;
27/10/2015;13:27:18;2835;
27/10/2015;13:27:18;2876;
27/10/2015;13:27:18;2917;
27/10/2015;13:27:19;2961;
27/10/2015;13:27:19;3003;
27/10/2015;13:27:19;3039;
27/10/2015;13:27:19;3069;
27/10/2015;13:27:19;3094;
27/10/2015;13:27:19;3113;
27/10/2015;13:27:19;3123;
27/10/2015;13:27:19;3129;
27/10/2015;13:27:19;3131;
27/10/2015;13:27:19;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:20;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
27/10/2015;13:27:21;3133;
