27/10/2015;13:38:37;0;91
27/10/2015;13:38:37;0;91
27/10/2015;13:38:37;2;
27/10/2015;13:38:37;2;
27/10/2015;13:38:37;3;
27/10/2015;13:38:38;4;
27/10/2015;13:38:38;5;
27/10/2015;13:38:38;6;
27/10/2015;13:38:38;7;
27/10/2015;13:38:38;7;
27/10/2015;13:38:38;10;
27/10/2015;13:38:38;12;
27/10/2015;13:38:38;13;
27/10/2015;13:38:38;14;
27/10/2015;13:38:38;15;
27/10/2015;13:38:39;35;
27/10/2015;13:38:39;59;
27/10/2015;13:38:39;89;
27/10/2015;13:38:39;119;
27/10/2015;13:38:39;154;
27/10/2015;13:38:39;190;
27/10/2015;13:38:39;227;
27/10/2015;13:38:39;269;
27/10/2015;13:38:39;310;
27/10/2015;13:38:39;348;
27/10/2015;13:38:40;393;
27/10/2015;13:38:40;439;
27/10/2015;13:38:40;488;
27/10/2015;13:38:40;536;
27/10/2015;13:38:40;589;
27/10/2015;13:38:40;644;
27/10/2015;13:38:40;694;
27/10/2015;13:38:40;744;
27/10/2015;13:38:40;794;
27/10/2015;13:38:40;844;
27/10/2015;13:38:41;892;
27/10/2015;13:38:41;931;
27/10/2015;13:38:41;974;
27/10/2015;13:38:41;1014;
27/10/2015;13:38:41;1050;
27/10/2015;13:38:41;1081;
27/10/2015;13:38:41;1105;
27/10/2015;13:38:41;1129;
27/10/2015;13:38:41;1148;
27/10/2015;13:38:41;1162;
27/10/2015;13:38:42;1169;
27/10/2015;13:38:42;1178;
27/10/2015;13:38:42;1184;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:42;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:43;1186;
27/10/2015;13:38:44;1186;
27/10/2015;13:38:44;1190;
27/10/2015;13:38:44;1202;
27/10/2015;13:38:44;1221;
27/10/2015;13:38:44;1245;
27/10/2015;13:38:44;1274;
27/10/2015;13:38:44;1306;
27/10/2015;13:38:44;1343;
27/10/2015;13:38:44;1379;
27/10/2015;13:38:44;1421;
27/10/2015;13:38:45;1464;
27/10/2015;13:38:45;1510;
27/10/2015;13:38:45;1556;
27/10/2015;13:38:45;1609;
27/10/2015;13:38:45;1660;
27/10/2015;13:38:45;1712;
27/10/2015;13:38:45;1763;
27/10/2015;13:38:45;1814;
27/10/2015;13:38:45;1866;
27/10/2015;13:38:45;1913;
27/10/2015;13:38:46;1961;
27/10/2015;13:38:46;2005;
27/10/2015;13:38:46;2048;
27/10/2015;13:38:46;2093;
27/10/2015;13:38:46;2135;
27/10/2015;13:38:46;2167;
27/10/2015;13:38:46;2193;
27/10/2015;13:38:46;2212;
27/10/2015;13:38:46;2229;
27/10/2015;13:38:46;2239;
27/10/2015;13:38:47;2247;
27/10/2015;13:38:47;2250;
27/10/2015;13:38:47;2252;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:47;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:48;2253;
27/10/2015;13:38:49;2253;
27/10/2015;13:38:49;2254;
27/10/2015;13:38:49;2265;
27/10/2015;13:38:49;2281;
27/10/2015;13:38:49;2302;
27/10/2015;13:38:49;2332;
27/10/2015;13:38:49;2359;
27/10/2015;13:38:49;2393;
27/10/2015;13:38:49;2429;
27/10/2015;13:38:49;2464;
27/10/2015;13:38:50;2498;
27/10/2015;13:38:50;2542;
27/10/2015;13:38:50;2586;
27/10/2015;13:38:50;2634;
27/10/2015;13:38:50;2677;
27/10/2015;13:38:50;2725;
27/10/2015;13:38:50;2779;
27/10/2015;13:38:50;2823;
27/10/2015;13:38:50;2876;
27/10/2015;13:38:50;2923;
27/10/2015;13:38:51;2969;
27/10/2015;13:38:51;3011;
27/10/2015;13:38:51;3050;
27/10/2015;13:38:51;3092;
27/10/2015;13:38:51;3126;
27/10/2015;13:38:51;3158;
27/10/2015;13:38:51;3188;
27/10/2015;13:38:51;3208;
27/10/2015;13:38:51;3226;
27/10/2015;13:38:51;3238;
27/10/2015;13:38:52;3243;
27/10/2015;13:38:52;3247;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:52;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:53;3250;
27/10/2015;13:38:54;3250;
27/10/2015;13:38:54;3251;
27/10/2015;13:38:54;3263;
27/10/2015;13:38:54;3278;
27/10/2015;13:38:54;3298;
27/10/2015;13:38:54;3324;
27/10/2015;13:38:54;3353;
27/10/2015;13:38:54;3384;
27/10/2015;13:38:54;3419;
27/10/2015;13:38:54;3458;
27/10/2015;13:38:55;3496;
27/10/2015;13:38:55;3536;
27/10/2015;13:38:55;3580;
27/10/2015;13:38:55;3625;
27/10/2015;13:38:55;3671;
27/10/2015;13:38:55;3724;
27/10/2015;13:38:55;3775;
27/10/2015;13:38:55;3820;
27/10/2015;13:38:55;3865;
27/10/2015;13:38:55;3908;
27/10/2015;13:38:56;3953;
27/10/2015;13:38:56;4000;
27/10/2015;13:38:56;4042;
27/10/2015;13:38:56;4080;
27/10/2015;13:38:56;4117;
27/10/2015;13:38:56;4149;
27/10/2015;13:38:56;4175;
27/10/2015;13:38:56;4194;
27/10/2015;13:38:56;4211;
27/10/2015;13:38:56;4222;
27/10/2015;13:38:57;4227;
27/10/2015;13:38:57;4232;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:57;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:58;4233;
27/10/2015;13:38:59;4233;
27/10/2015;13:38:59;4233;
27/10/2015;13:38:59;4245;
27/10/2015;13:38:59;4260;
27/10/2015;13:38:59;4279;
27/10/2015;13:38:59;4305;
27/10/2015;13:38:59;4333;
